2, 3456, 0.0919148, 0, 0
5, 3122, 0.0676295, 0, 0
6, 3456, 0.0864852, 0, 0
4, 3122, 0.0877604, 0, 0
2, 3122, 0.0658607, 0, 0
2, 3122, 0.0792612, 0, 0
4, 3456, 0.0815007, 0, 0
3, 4222, 0.112239, 0, 0
6, 4222, 0.0879539, 0, 0
2, 3456, 0.0728294, 0, 0
4, 3456, 0.0711266, 0, 0
5, 3456, 0.069945, 0, 0
2, 3122, 0.0867514, 0, 0
5, 3456, 0.0961202, 0, 0
4, 4222, 0.111844, 0, 0
2, 3122, 0.0651494, 0, 0
2, 3122, 0.0761106, 0, 0
5, 3456, 0.0946964, 0, 0
4, 3456, 0.10038, 0, 0
4, 4222, 0.115468, 0, 0
3, 3122, 0.0732613, 0, 0
3, 3122, 0.071144, 0, 0
2, 3456, 0.090236, 0, 0
5, 3456, 0.086721, 0, 0
4, 3456, 0.113772, 0, 0
4, 3456, 0.0719421, 0, 0
5, 3456, 0.0773311, 0, 0
3, 3456, 0.081306, 0, 0
4, 3456, 0.0901434, 0, 0
3, 3456, 0.100118, 0, 0
4, 3456, 0.0970586, 0, 0
6, 4222, 0.0951592, 0, 0
4, 4222, 0.0850355, 0, 0
5, 3456, 0.0749964, 0, 0
0, 0, 0.00115781, 0, 0
6, 4222, 0.0892463, 0, 0
5, 3456, 0.100362, 0, 0
4, 3456, 0.0887332, 0, 0
4, 3122, 0.0649817, 0, 0
3, 3456, 0.0709649, 0, 0
5, 4222, 0.106472, 0, 0
4, 4222, 0.102379, 0, 0
4, 4222, 0.111341, 0, 0
0, 0, 0.000409997, 0, 0
5, 3456, 0.0850618, 0, 0
3, 4222, 0.100699, 0, 0
2, 4222, 0.114112, 0, 0
5, 3456, 0.0730922, 0, 0
3, 3456, 0.0863584, 0, 0
5, 3456, 0.0744647, 0, 0
2, 3456, 0.070554, 0, 0
0, 0, 3.7616e-05, 0, 0
3, 3456, 0.0886628, 0, 0
3, 3456, 0.084686, 0, 0
4, 3122, 0.0742662, 0, 0
3, 4222, 0.101511, 0, 0
3, 3122, 0.0817246, 0, 0
5, 3456, 0.0729557, 0, 0
0, 0, 0.000919569, 0, 0
5, 4222, 0.10702, 0, 0
2, 3456, 0.0807519, 0, 0
5, 4222, 0.114742, 0, 0
5, 3456, 0.0949797, 0, 0
3, 3456, 0.0729426, 0, 0
5, 3122, 0.0844999, 0, 0
5, 3456, 0.0692212, 0, 0
3, 3122, 0.0905584, 0, 0
3, 3122, 0.0819132, 0, 0
2, 3122, 0.0770016, 0, 0
6, 3456, 0.0730715, 0, 0
5, 3456, 0.0760126, 0, 0
4, 3456, 0.0901127, 0, 0
4, 4222, 0.112489, 0, 0
4, 3456, 0.0663352, 0, 0
5, 4222, 0.114898, 0, 0
2, 3456, 0.0764107, 0, 0
5, 3456, 0.0702193, 0, 0
3, 3122, 0.0645971, 0, 0
3, 3456, 0.088633, 0, 0
5, 3122, 0.0757484, 0, 0
6, 3456, 0.0887039, 0, 0
0, 0, 3.8646e-05, 0, 0
5, 3456, 0.090993, 0, 0
3, 3122, 0.0677837, 0, 0
4, 3122, 0.0796073, 0, 0
6, 4222, 0.110368, 0, 0
6, 3456, 0.0658955, 0, 0
2, 4222, 0.0861626, 0, 0
6, 4222, 0.0995858, 0, 0
4, 4222, 0.118391, 0, 0
5, 3456, 0.0674141, 0, 0
4, 3122, 0.0661491, 0, 0
2, 3456, 0.0728335, 0, 0
4, 3456, 0.0864585, 0, 0
2, 3122, 0.0686887, 0, 0
3, 3456, 0.0748319, 0, 0
5, 3456, 0.0846848, 0, 0
4, 3122, 0.083739, 0, 0
4, 4222, 0.0885533, 0, 0
2, 3456, 0.0931395, 0, 0
