2, 3456, 0.114816, 0, 0
5, 3122, 0.0887548, 0, 0
6, 3456, 0.0711577, 0, 0
4, 3122, 0.088878, 0, 0
2, 3122, 0.0831107, 0, 0
2, 3122, 0.070262, 0, 0
4, 3456, 0.095535, 0, 0
3, 4222, 0.124232, 0, 0
6, 4222, 0.124177, 0, 0
2, 3456, 0.0989439, 0, 0
4, 3456, 0.0913241, 0, 0
5, 3456, 0.104651, 0, 0
2, 3122, 0.0738269, 0, 0
5, 3456, 0.0926115, 0, 0
4, 4222, 0.113125, 0, 0
2, 3122, 0.0889031, 0, 0
2, 3122, 0.0960011, 0, 0
5, 3456, 0.0821921, 0, 0
4, 3456, 0.0960876, 0, 0
4, 4222, 0.147702, 0, 0
3, 3122, 0.0834891, 0, 0
3, 3122, 0.0799174, 0, 0
2, 3456, 0.0836932, 0, 0
5, 3456, 0.076887, 0, 0
4, 3456, 0.0933003, 0, 0
4, 3456, 0.0971803, 0, 0
5, 3456, 0.07401, 0, 0
3, 3456, 0.091837, 0, 0
4, 3456, 0.0848307, 0, 0
3, 3456, 0.085395, 0, 0
4, 3456, 0.0788119, 0, 0
6, 4222, 0.126866, 0, 0
4, 4222, 0.10053, 0, 0
5, 3456, 0.0950123, 0, 0
0, 0, 6.0353e-05, 0, 0
6, 4222, 0.137515, 0, 0
5, 3456, 0.0961202, 0, 0
4, 3456, 0.0991887, 0, 0
4, 3122, 0.0800924, 0, 0
3, 3456, 0.0931033, 0, 0
5, 4222, 0.131307, 0, 0
4, 4222, 0.121373, 0, 0
4, 4222, 0.108965, 0, 0
0, 0, 0.00011781, 0, 0
5, 3456, 0.0847957, 0, 0
3, 4222, 0.114377, 0, 0
2, 4222, 0.099771, 0, 0
5, 3456, 0.0735269, 0, 0
3, 3456, 0.0988088, 0, 0
5, 3456, 0.0958396, 0, 0
2, 3456, 0.129164, 0, 0
0, 0, 6.6511e-05, 0, 0
3, 3456, 0.0804338, 0, 0
3, 3456, 0.0993134, 0, 0
4, 3122, 0.0968055, 0, 0
3, 4222, 0.10925, 0, 0
3, 3122, 0.0837115, 0, 0
5, 3456, 0.0889914, 0, 0
0, 0, 5.9615e-05, 0, 0
5, 4222, 0.123305, 0, 0
2, 3456, 0.0863088, 0, 0
5, 4222, 0.0886182, 0, 0
5, 3456, 0.0859224, 0, 0
3, 3456, 0.0747049, 0, 0
5, 3122, 0.079417, 0, 0
5, 3456, 0.0683621, 0, 0
3, 3122, 0.0706476, 0, 0
3, 3122, 0.0791874, 0, 0
2, 3122, 0.0823052, 0, 0
6, 3456, 0.0715213, 0, 0
5, 3456, 0.0867516, 0, 0
4, 3456, 0.0825668, 0, 0
4, 4222, 0.0883706, 0, 0
4, 3456, 0.066521, 0, 0
5, 4222, 0.106333, 0, 0
2, 3456, 0.0679058, 0, 0
5, 3456, 0.0900437, 0, 0
3, 3122, 0.0618885, 0, 0
3, 3456, 0.0948583, 0, 0
5, 3122, 0.0796088, 0, 0
6, 3456, 0.0707715, 0, 0
0, 0, 3.6011e-05, 0, 0
5, 3456, 0.0884829, 0, 0
3, 3122, 0.0666338, 0, 0
4, 3122, 0.0744041, 0, 0
6, 4222, 0.110997, 0, 0
6, 3456, 0.0732063, 0, 0
2, 4222, 0.100481, 0, 0
6, 4222, 0.133016, 0, 0
4, 4222, 0.0971317, 0, 0
5, 3456, 0.0826611, 0, 0
4, 3122, 0.0693234, 0, 0
2, 3456, 0.0785475, 0, 0
4, 3456, 0.0773794, 0, 0
2, 3122, 0.0882579, 0, 0
3, 3456, 0.0740358, 0, 0
5, 3456, 0.0741011, 0, 0
4, 3122, 0.0823709, 0, 0
4, 4222, 0.104117, 0, 0
2, 3456, 0.0890944, 0, 0
